Note: Find "Node(s) placed on [CPUExecutionProvider]" and "Node(s) placed on [VitisAIExecutionProvider]" to see what operators are used for each EP.
Looks like the VitisAIEP just gets MATMULNBITS partitioned to it, but for some reason the nodes' names are just "vitis_ai_ep_[x]" unlike with the CPU nodes.
2024-09-16 08:45:40.9855010 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.3/input_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:40.9882501 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.14/post_attention_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:40.9915893 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.2/input_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:40.9943972 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.8/post_attention_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:40.9972694 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.4/input_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.0004176 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.9/post_attention_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.0031416 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.0/input_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.0061881 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.0/post_attention_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.0087313 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.1/input_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.0113848 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.15/input_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.0136885 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.1/post_attention_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.0166838 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.9/input_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.0197923 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.26/post_attention_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.0227422 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.7/input_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.0252637 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.8/input_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.0280564 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.3/post_attention_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.0314263 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.5/input_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.0338430 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.29/input_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.0361037 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.5/post_attention_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.0388142 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.6/input_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.0414298 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.21/input_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.0439150 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.27/post_attention_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.0463196 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.10/input_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.0495165 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.10/post_attention_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.0524138 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.20/post_attention_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.0554887 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.12/input_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.0578270 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.22/input_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.0608345 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.30/input_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.0641157 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.12/post_attention_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.0674150 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.14/input_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.0703487 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.13/post_attention_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.0734967 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.15/post_attention_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.0768263 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.16/input_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.0802119 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.17/post_attention_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.0826206 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.18/input_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.0858527 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.19/input_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.0891770 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.18/post_attention_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.0923553 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.23/input_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.0952583 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.19/post_attention_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.0984480 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.20/input_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.1015419 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.22/post_attention_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.1049450 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.23/post_attention_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.1078537 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.24/input_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.1105511 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.24/post_attention_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.1137783 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.25/post_attention_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.1170890 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.27/input_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.1198832 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.28/input_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.1223940 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.28/post_attention_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.1254385 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.29/post_attention_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.1289893 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.30/post_attention_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.1316489 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/layers.31/post_attention_layernorm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.1356367 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/norm/Constant_2_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.1411038 [I:onnxruntime:, graph_transformer.cc:15 onnxruntime::GraphTransformer::Apply] GraphTransformer DoubleQDQPairsRemover modified: 0 with status: OK
2024-09-16 08:45:41.1595976 [I:onnxruntime:, constant_sharing.cc:248 onnxruntime::ConstantSharing::ApplyImpl] Total shared scalar initializer count: 1814
2024-09-16 08:45:41.1618764 [I:onnxruntime:, graph_transformer.cc:15 onnxruntime::GraphTransformer::Apply] GraphTransformer ConstantSharing modified: 1 with status: OK
2024-09-16 08:45:41.1955785 [I:onnxruntime:, graph_transformer.cc:15 onnxruntime::GraphTransformer::Apply] GraphTransformer ShapeInputMerge modified: 1 with status: OK
2024-09-16 08:45:41.2423557 [I:onnxruntime:, graph_transformer.cc:15 onnxruntime::GraphTransformer::Apply] GraphTransformer CommonSubexpressionElimination modified: 1 with status: OK
2024-09-16 08:45:41.2926688 [I:onnxruntime:, graph_transformer.cc:15 onnxruntime::GraphTransformer::Apply] GraphTransformer ConstantFolding modified: 1 with status: OK
2024-09-16 08:45:41.3208321 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/Constant_32_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.3238794 [I:onnxruntime:, graph.cc:4096 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing initializer '/model/Shape_5_output_0'. It is no longer used by any node.
2024-09-16 08:45:41.3291839 [I:onnxruntime:, graph_transformer.cc:15 onnxruntime::GraphTransformer::Apply] GraphTransformer MatMulAddFusion modified: 0 with status: OK
2024-09-16 08:45:41.3327409 [I:onnxruntime:, reshape_fusion.cc:49 onnxruntime::ReshapeFusion::ApplyImpl] Fused reshape node: /model/Reshape_output_0
2024-09-16 08:45:41.3364221 [I:onnxruntime:, reshape_fusion.cc:55 onnxruntime::ReshapeFusion::ApplyImpl] Total fused reshape node count: 1
2024-09-16 08:45:41.3380895 [I:onnxruntime:, graph_transformer.cc:15 onnxruntime::GraphTransformer::Apply] GraphTransformer ReshapeFusion modified: 1 with status: OK
2024-09-16 08:45:41.3643818 [I:onnxruntime:, graph_transformer.cc:15 onnxruntime::GraphTransformer::Apply] GraphTransformer FreeDimensionOverrideTransformer modified: 0 with status: OK
2024-09-16 08:45:41.3699168 [I:onnxruntime:, graph_transformer.cc:15 onnxruntime::GraphTransformer::Apply] GraphTransformer QDQPropagationTransformer modified: 0 with status: OK
2024-09-16 08:45:41.3740242 [I:onnxruntime:, graph_transformer.cc:15 onnxruntime::GraphTransformer::Apply] GraphTransformer EnsureUniqueDQForNodeUnit modified: 0 with status: OK
2024-09-16 08:45:41.3791953 [I:onnxruntime:, graph_transformer.cc:15 onnxruntime::GraphTransformer::Apply] GraphTransformer RocmBlasAltImpl modified: 0 with status: OK
2024-09-16 08:45:41.3966422 [I:onnxruntime:, graph_transformer.cc:15 onnxruntime::GraphTransformer::Apply] GraphTransformer TransposeOptimizer modified: 1 with status: OK
2024-09-16 08:45:41.4257557 [I:onnxruntime:, graph.cc:4159 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing NodeArg 'Transpose_token_441_out0'. It is no longer used by any node.
2024-09-16 08:45:41.4287889 [I:onnxruntime:, graph.cc:4159 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing NodeArg 'Transpose_token_107_out0'. It is no longer used by any node.
2024-09-16 08:45:41.4312768 [I:onnxruntime:, graph.cc:4159 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing NodeArg 'Transpose_token_235_out0'. It is no longer used by any node.
2024-09-16 08:45:41.4337239 [I:onnxruntime:, graph.cc:4159 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing NodeArg 'Transpose_token_356_out0'. It is no longer used by any node.
2024-09-16 08:45:41.4369280 [I:onnxruntime:, graph.cc:4159 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing NodeArg 'Transpose_token_113_out0'. It is no longer used by any node.
2024-09-16 08:45:41.4403028 [I:onnxruntime:, graph.cc:4159 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing NodeArg 'Transpose_token_140_out0'. It is no longer used by any node.
2024-09-16 08:45:41.4431578 [I:onnxruntime:, graph.cc:4159 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing NodeArg 'Transpose_token_326_out0'. It is no longer used by any node.
2024-09-16 08:45:41.4455628 [I:onnxruntime:, graph.cc:4159 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing NodeArg 'Transpose_token_338_out0'. It is no longer used by any node.
2024-09-16 08:45:41.4479652 [I:onnxruntime:, graph.cc:4159 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing NodeArg 'Gather_token_298_out0'. It is no longer used by any node.
2024-09-16 08:45:41.4500668 [I:onnxruntime:, graph.cc:4159 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing NodeArg 'Transpose_token_340_out0'. It is no longer used by any node.
2024-09-16 08:45:41.4525996 [I:onnxruntime:, graph.cc:4159 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing NodeArg 'Transpose_token_191_out0'. It is no longer used by any node.
2024-09-16 08:45:41.4552847 [I:onnxruntime:, graph.cc:4159 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing NodeArg 'Gather_token_418_out0'. It is no longer used by any node.
2024-09-16 08:45:41.4583687 [I:onnxruntime:, graph.cc:4159 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing NodeArg 'Transpose_token_155_out0'. It is no longer used by any node.
2024-09-16 08:45:41.4611636 [I:onnxruntime:, graph.cc:4159 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing NodeArg 'Transpose_token_110_out0'. It is no longer used by any node.
2024-09-16 08:45:41.4636698 [I:onnxruntime:, graph.cc:4159 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing NodeArg 'Transpose_token_446_out0'. It is no longer used by any node.
2024-09-16 08:45:41.4665916 [I:onnxruntime:, graph.cc:4159 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing NodeArg 'Transpose_token_126_out0'. It is no longer used by any node.
2024-09-16 08:45:41.4693182 [I:onnxruntime:, graph.cc:4159 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing NodeArg 'Gather_token_313_out0'. It is no longer used by any node.
2024-09-16 08:45:41.4722342 [I:onnxruntime:, graph.cc:4159 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing NodeArg 'Transpose_token_460_out0'. It is no longer used by any node.
2024-09-16 08:45:41.4752332 [I:onnxruntime:, graph.cc:4159 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing NodeArg 'Gather_token_450_out0'. It is no longer used by any node.
2024-09-16 08:45:41.4775521 [I:onnxruntime:, graph.cc:4159 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing NodeArg 'Transpose_token_453_out0'. It is no longer used by any node.
2024-09-16 08:45:41.4804242 [I:onnxruntime:, graph.cc:4159 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing NodeArg 'Transpose_token_98_out0'. It is no longer used by any node.
2024-09-16 08:45:41.4833321 [I:onnxruntime:, graph.cc:4159 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing NodeArg 'Transpose_token_5_out0'. It is no longer used by any node.
2024-09-16 08:45:41.4860706 [I:onnxruntime:, graph.cc:4159 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing NodeArg 'Transpose_token_111_out0'. It is no longer used by any node.
2024-09-16 08:45:41.4879822 [I:onnxruntime:, graph.cc:4159 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing NodeArg 'Gather_token_28_out0'. It is no longer used by any node.
2024-09-16 08:45:41.4906498 [I:onnxruntime:, graph.cc:4159 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing NodeArg 'Transpose_token_47_out0'. It is no longer used by any node.
2024-09-16 08:45:41.4939449 [I:onnxruntime:, graph.cc:4159 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing NodeArg 'Gather_token_193_out0'. It is no longer used by any node.
2024-09-16 08:45:41.4968369 [I:onnxruntime:, graph.cc:4159 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing NodeArg 'Transpose_token_63_out0'. It is no longer used by any node.
2024-09-16 08:45:41.4988788 [I:onnxruntime:, graph.cc:4159 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing NodeArg 'Transpose_token_425_out0'. It is no longer used by any node.
2024-09-16 08:45:41.5008557 [I:onnxruntime:, graph.cc:4159 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing NodeArg 'Transpose_token_3_out0'. It is no longer used by any node.
2024-09-16 08:45:41.5028202 [I:onnxruntime:, graph.cc:4159 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing NodeArg 'Transpose_token_431_out0'. It is no longer used by any node.
2024-09-16 08:45:41.5049183 [I:onnxruntime:, graph.cc:4159 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing NodeArg 'Transpose_token_461_out0'. It is no longer used by any node.
2024-09-16 08:45:41.5075279 [I:onnxruntime:, graph.cc:4159 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing NodeArg 'Transpose_token_347_out0'. It is no longer used by any node.
2024-09-16 08:45:41.5101103 [I:onnxruntime:, graph.cc:4159 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing NodeArg 'Gather_token_343_out0'. It is no longer used by any node.
2024-09-16 08:45:41.5132473 [I:onnxruntime:, graph.cc:4159 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing NodeArg 'Transpose_token_158_out0'. It is no longer used by any node.
2024-09-16 08:45:41.5158469 [I:onnxruntime:, graph.cc:4159 onnxruntime::Graph::CleanUnusedInitializersAndNodeArgs] Removing NodeArg 'Transpose_token_11_out0'. It is no longer used by any node.
